author,published_at,updated_at,like_count,text,cyberbullying_type,label
@JakeLock-y7o,2025-03-01T08:08:10Z,2025-03-01T08:08:10Z,0,The United States is turning into a horrible greedy and selfish country under Donald Trump,"toxicity, threat",bullying
@MemeKnight7,2025-01-06T18:58:55Z,2025-01-06T18:58:55Z,0,079 cheated :/,non-toxic,non-bullying
@dragonbonefiasco5929,2017-08-09T20:26:28Z,2017-08-09T20:26:28Z,0,If u would do that to me I will just keep my legs crossed,non-toxic,non-bullying
@rafaelt.2635,2025-02-28T21:44:11Z,2025-02-28T21:44:11Z,0,Fckg manipulating Trump,"toxicity, identity_attack",bullying
@sonnguyendang3545,2024-09-15T10:09:02Z,2024-09-15T10:09:02Z,0,Wow😮😮😮😮,non-toxic,non-bullying
@michaeloverd1965,2025-03-02T17:01:14Z,2025-03-02T17:01:14Z,0,"I can&#39;t believe the attitude of Zelensky after watching this whole press conference. It all kicked off when he issued a veiled threat against the USA and the size of the ocean. Who the hell does he think that he is!? Incredible and the lying spin that Trumpaphobs have put on this is truly deplorable. I am horrified by what I have seen and his shocking, arrogant attitude.","toxicity, threat",bullying
@jackdodge986,2025-03-01T17:07:09Z,2025-03-01T17:07:09Z,1,Disgusting! What shame <br>on this Circus we call Trump&#39;s Administration!,"toxicity, threat",bullying
@amys7535,2025-03-02T02:27:04Z,2025-03-02T02:27:04Z,0,"Sorry have to disagree. Prez Zel is one of the biggest fraud artists of the century,. Taking the tax dollars from the hard working USA and Canadian citizens. For those that want to keep supporting this nonsense, take out a loan and send it directly to the dirty president","toxicity, threat",bullying
,2025-03-01T16:13:02Z,2025-03-01T16:13:02Z,0,British PM Keir Starmer lied to the world’ media in front of Trump and Vance. Starmer said: &quot;We&#39;ve had free speech for a very very long time in the United Kingdom and it will last for a very very long time...I&#39;m very proud of our history there.&quot; Well people are in prison because of posting their views in Facebook.  Starmer wasn’t called out like Zelenskyy was. HYPOCRITES!,"toxicity, threat",bullying
@mohdamjaddehlvi3063,2025-03-01T05:50:57Z,2025-03-01T05:50:57Z,0,Americans showing their true face....stupid show of their arrogance especially in these times when their crumpled.....Afghans defeat them and their allies..(100s of allies...)...,"toxicity, threat",bullying
@Official-RageQuitPlay,2025-01-09T16:19:37Z,2025-01-09T16:19:37Z,0,Brawl stars?,non-toxic,non-bullying
@aztecahitman,2017-03-19T04:08:38Z,2017-03-19T04:08:38Z,0,that&#39;s fuck up bro stealing their stuff like if you agree,"toxicity, identity_attack, threat",bullying
@klongwright-vf8ry,2025-03-01T00:18:04Z,2025-03-01T00:18:04Z,0,"Talk about disrespect - a draft dodger and a guy wearing eye liner want to tell a world leader who’s been in combat, to be thankful for asking the United States to step in and stop the act of global war perpetrated by Russia against the sovereign nation of Ukraine? I can’t wait for the civil war and collapse of the United States. Bout time the most recent iteration of Rome fell. Jesus h Christ - I can’t believe Americans voted for this guy and continue to voice support. Canada is with Zelensky. Putin’s dog Trump is a terror","toxicity, threat",bullying
@sebastiand6220,2024-12-07T17:17:10Z,2024-12-07T17:17:10Z,0,"Etwas spät habe jetzt abonniert bekomme ich was vom Brot ab? 😅 lg und bleibt gesund,  aus Deutschland",non-toxic,non-bullying
@kisalli,2025-03-03T10:33:57Z,2025-03-03T10:33:57Z,0,Trump seems very insecure and fragile,"toxicity, threat",bullying
@StrawberryJesuss,2025-03-01T08:49:11Z,2025-03-01T08:49:11Z,0,Nice. America is in ruins!,non-toxic,non-bullying
@IvanBoiko-qf2ii,2025-03-01T00:52:05Z,2025-03-01T00:52:05Z,1,"Zelensky is very primitive, he is no diplomat, an ordinary clown, he has no place in politics, he is a mistake for the Ukrainian people! And after all he&#39;s done, he belongs in prison.","toxicity, threat",bullying
@Fliptaz92,2025-03-01T19:44:54Z,2025-03-01T19:44:54Z,0,this is so hard to watch. The arrogance of trump and vance is insane.,"toxicity, threat",bullying
@DhruvTiwari-lc6lv,2024-03-21T07:41:56Z,2024-03-21T07:41:56Z,6,Hey Mr. Beast congratulations 🎊 aapke 246M pure ho chuke hai and wish aapke 300M bhi ho jaye 2024 ke end tak,non-toxic,non-bullying
@-k03n-87,2017-04-02T16:24:23Z,2017-04-02T16:24:23Z,0,They realy don&#39;t notice that there someone fuckin with their shoes,"toxicity, identity_attack",bullying
@sbespn3820,2025-03-01T06:44:52Z,2025-03-01T06:44:52Z,0,Trump is 10000000000000000000% a Russian asset. Knowing this should immediately get him removed. So do it. Get that traitor behind bars where he belongs!,"toxicity, threat",bullying
@Mantu_8242,2024-02-24T07:37:00Z,2024-02-24T07:37:00Z,1,Mr. Beast ❤  India🇮🇳,non-toxic,non-bullying
@BrandonXum-j6h,2025-02-28T19:29:06Z,2025-02-28T19:29:06Z,0,The world is watching. The US is looking crazy right now,toxicity,bullying
@Football_on_top-Bengals,2024-04-06T16:53:27Z,2024-04-06T16:53:27Z,0,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=1225"">20:25</a> NOOO night foxx lost",non-toxic,non-bullying
@mickygarcia4251,2025-03-02T15:26:48Z,2025-03-02T15:26:48Z,0,And the whole world watches as Trump throws another ally under the bus while licking Putin&#39;s boots at the same time.... weak.,toxicity,bullying
@clynge,2025-03-04T16:35:01Z,2025-03-04T16:35:01Z,0,456: i played these games before,non-toxic,non-bullying
@C_H_97,2025-03-01T16:03:01Z,2025-03-01T16:03:01Z,1,"This is why people have no respect for america, EVERYONE talks bad abuoot america for a reason. Its no secret just look into history. America is the devil.","toxicity, threat",bullying
@shqiperia60,2025-02-28T19:49:28Z,2025-02-28T19:49:28Z,0,Is this AI? Wtf is wrong with Trump?,"toxicity, identity_attack",bullying
@elicash5633,2018-06-28T01:51:30Z,2018-06-28T01:51:30Z,0,These guys are jerks I bet the first guys phone broke yeah this is not funny.,"toxicity, threat",bullying
@RealRaslu,2025-03-01T23:22:26Z,2025-03-01T23:22:26Z,0,Kudos for literally being the only channel that didn&#39;t regurgitate the same &quot;ZELENSKYY KICKED OUT OF WHITEHOUSE&quot; bullshit as all others covering this meeting.,"toxicity, identity_attack, threat",bullying
@collinemanila4905,2025-02-28T23:54:54Z,2025-02-28T23:54:54Z,0,AN ACTOR COMMEDIAN  IS AN ACTOR COMMEDIAN WE CAN NOT  EXPECT MORE FROM ZELENSKY. HE IS LIKE A CHILD PLAYING WAR WITH NOTHING TO LOOSE BUT THE LIVES OF UKRAINIAN .😂,non-toxic,non-bullying
@landonjones676,2025-03-01T04:23:52Z,2025-03-01T04:23:52Z,1,I pray to God we the USA don’t take any more s*** from anyone else. This is just an example. GOD BLESS TRUMP/VANCE and GOD BLESS THE USA!,"toxicity, identity_attack",bullying
@primorjr,2024-03-22T20:24:52Z,2024-03-22T20:24:52Z,0,"IDK? Everyone has their own singular set of emotions, their own way of doing things? Remember, the defendant has already comitted Murder 187pc! The revengeful, attacking Dad does Not have those imbedded flaws! His &#39;burst&#39; was that which he is capable of?  🥊😎",non-toxic,non-bullying
@ericthames352,2017-11-18T10:49:16Z,2017-11-18T10:49:16Z,0,Still funny af tho,non-toxic,non-bullying
@MDbadshaKhan-w5f,2024-08-17T16:28:01Z,2024-08-17T16:28:01Z,2,Nice,non-toxic,non-bullying
@COOKWITHCHEFASHISH,2025-01-25T05:12:45Z,2025-01-25T05:12:45Z,1,456?😢,non-toxic,non-bullying
@Richard420smith,2025-03-01T01:13:11Z,2025-03-01T01:13:11Z,1,They were very rude and with trump been a draft dodger. Jog on,"toxicity, threat",bullying
@user-qm7ud8nh5k,2024-04-05T18:44:37Z,2024-04-05T18:44:37Z,0,What does your f*** is onlyfan here,"toxicity, identity_attack, threat",bullying
@bonaranmanik536,2025-03-01T08:16:09Z,2025-03-01T08:16:09Z,1,"he doesn&#39;t examine what vance and trump say, just answers straight away and doesn&#39;t examine, doesn&#39;t seem like a leader worth following",non-toxic,non-bullying
@bloodfiredrake7259,2025-02-28T22:21:46Z,2025-02-28T22:21:46Z,0,The US really has devolved. Does it have no decorum left?,non-toxic,non-bullying
@HuseyinBolge,2025-01-06T15:14:14Z,2025-01-06T15:14:14Z,0,Türk varmi,non-toxic,non-bullying
@flyfly9671,2024-10-24T18:11:09Z,2024-10-24T18:11:09Z,0,💩💩💩💩🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱💩💩💩💩💩🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸💩💩💩💩💩💩🖕🖕🖕🖕🖕🖕🖕🖕🖕,non-toxic,non-bullying
@MoEDrA-vr5xt,2025-03-01T05:52:40Z,2025-03-01T05:52:40Z,0,Trump is a once in a century type of animal,"toxicity, threat",bullying
@amirshr,2025-03-01T06:35:56Z,2025-03-01T06:35:56Z,1,"Trump is greedy and miser, only seeing the money and nothing else. very unfortunate situation for Ukraine and the world.","toxicity, threat",bullying
@GayboyRajveer,2021-02-14T07:51:17Z,2021-02-14T07:51:17Z,0,"Jut tell them she was an easy fuck. Your dos fucked her, the the security guards had a go, then the servants had a bash. Play the game buddy","toxicity, identity_attack, threat",bullying
@fritzcapablanca9054,2025-03-05T21:04:52Z,2025-03-05T21:04:52Z,0,And this is how USA become the stupid of the village.,"toxicity, threat",bullying
@MegaInquisitor,2025-03-02T09:07:52Z,2025-03-02T09:07:52Z,6,I’d like to see Trump and Vance speak to Putin like this. Disgusting.,"toxicity, threat",bullying
@faizahussain6757,2017-07-18T16:42:32Z,2017-07-18T16:42:32Z,0,Savage,non-toxic,non-bullying
@Mert48919,2024-04-24T13:56:58Z,2024-04-24T13:56:58Z,0,Me turkey,non-toxic,non-bullying
@LeftyMadHouseProduktions,2025-03-02T06:19:14Z,2025-03-02T06:19:14Z,0,zelensky is talking bullshit ..,"toxicity, identity_attack, threat",bullying
@Soumyadipvlogs18,2025-01-09T09:28:32Z,2025-01-09T09:28:32Z,1,Any one in 2028,non-toxic,non-bullying
@smitbarot2431,2017-10-08T08:46:50Z,2017-10-08T08:46:50Z,5,Want full episode!!!,non-toxic,non-bullying
@mateoqad,2025-03-01T05:27:52Z,2025-03-01T05:27:52Z,1,This the us at his lowest,non-toxic,non-bullying
@ElYetiSsjInfinito,2024-06-12T01:48:02Z,2024-06-12T01:48:02Z,1,Anyone in 2024 😞,non-toxic,non-bullying
@NaveenKumar-jw1bt,2018-04-07T17:11:23Z,2018-04-07T17:11:23Z,0,Arnab you are the most worst.,"toxicity, threat",bullying
@broheim3348,2025-03-01T00:17:51Z,2025-03-01T00:17:51Z,0,This is the most pathetic thing I have seen in my life.,"toxicity, threat",bullying
@peulidas9970,2021-12-01T07:09:23Z,2021-12-01T07:09:23Z,5,Kangana ko sabhi se problem ha sab kuchh se problem har wakt hrithik k pichhahi laga rehti hai woh q vai . I support hrithik always in any situations 💯 👌 🙌 ❤,non-toxic,non-bullying
@titiorangetree,2025-03-01T00:27:50Z,2025-03-01T00:27:50Z,0,EVERYONE NEEDS TO TAKE WHATEVER ACTION THEY POSSIBLY CAN TO SUPPORT 50501. USA UNITED WE WILL NOT ALLOW THESE CLOWNS TO GET THEIR WAY,"toxicity, threat",bullying
@tvafrica4516,2025-02-22T07:28:47Z,2025-02-22T07:28:47Z,0,What a coward 😂,"toxicity, threat",bullying
@francisblankson6134,2025-03-04T15:20:01Z,2025-03-04T15:20:01Z,0,Trump is a bully n think every  other COUNTRY  LEADER IS HIS HOUSE BOY.,"toxicity, threat",bullying
@Lauriej117,2025-03-01T02:07:40Z,2025-03-01T02:07:40Z,0,Trump and Vance need to STFU. Disgusting bullies and fascists.🇨🇦🇨🇦,"toxicity, threat",bullying
@kkid-1,2019-06-19T14:23:30Z,2019-06-19T14:23:30Z,0,This bastard....now saying that we were having fun....what a jerk.....having fun in front of his wife.....and by the way there is no Suzanne in that picture...... RICH SPOILED ASSHOLE,"toxicity, threat",bullying
@everythingaskme6366,2024-08-13T17:49:42Z,2024-08-13T17:49:42Z,0,I am here to take any task for money,non-toxic,non-bullying
@arthurwu2885,2024-02-05T04:39:00Z,2024-02-05T04:39:00Z,0,dislike! most of victim didn&#39;t get their justice from court room...,non-toxic,non-bullying
@yashverma891,2018-01-16T12:32:04Z,2018-01-16T12:32:04Z,1,"I thought he would say, &quot; mr rich you son of a bitch&quot;.","toxicity, identity_attack, threat",bullying
@iitzsaif4379,2024-09-21T02:31:57Z,2024-09-21T02:31:57Z,0,😮😮😮😮,non-toxic,non-bullying
@avo13swiftish51,2024-02-11T08:28:23Z,2024-02-11T08:28:23Z,0,How do some of them only get 15 - 25 years for taking someones life? Ridiculous,"toxicity, threat",bullying
@Philippa-oy9yd,2024-08-24T20:24:10Z,2024-08-24T20:24:10Z,1,Lego  Minecraft  🐝,non-toxic,non-bullying
@the_truth_is_free_seek_it,2025-02-28T22:20:32Z,2025-02-28T22:20:32Z,1,Trump is a legend,non-toxic,non-bullying
@fabiasultana-gr9zd,2025-01-29T10:00:37Z,2025-01-29T10:00:37Z,0,I play Brawl Star,non-toxic,non-bullying
@marcelgillooly754,2019-07-15T14:43:52Z,2019-07-15T14:43:52Z,0,my one question is are you gonna give there stuff back or not because if not then that&#39;s really cold,non-toxic,non-bullying
@Tribeless_Nomad,2025-03-02T02:59:15Z,2025-03-02T02:59:15Z,1,Zelensky is a clown.,"toxicity, threat",bullying
@ligmabolsss,2025-03-01T02:13:01Z,2025-03-01T02:13:01Z,0,Glad to see that the clown Zelensky is being put in his place.,"toxicity, threat",bullying
@tedbrooks7020,2025-02-28T20:30:23Z,2025-02-28T20:30:23Z,0,JD is a lying attack dog..rude man..hopefully these bullies won’t be in power much longer..Slava Ukraine. Aussie Ted🤠,"toxicity, threat",bullying
@MKBeelen,2017-12-31T14:51:29Z,2017-12-31T14:51:29Z,0,How can u not feel this,non-toxic,non-bullying
@NikoRojas-ck7hq,2024-02-22T06:02:55Z,2024-02-22T06:02:55Z,0,This video is insane,"toxicity, threat",bullying
@niceguy83.,2025-03-02T06:20:04Z,2025-03-02T06:20:04Z,0,Europe &amp; America were the main culprits in starting this war &amp; Zelensky was just a puppet,"toxicity, threat",bullying
@JoJo-f4m5y,2025-03-01T11:36:05Z,2025-03-01T11:36:05Z,2,Why Ukraine so Important?…. His not even matched to take a sit beside USA President.<br>Look the way this Joker dressed up 😅😅😂 playing victim all the time .,non-toxic,non-bullying
@rafaelt.2635,2025-02-28T21:44:11Z,2025-02-28T21:44:11Z,0,Fckg manipulating Trump,"toxicity, identity_attack",bullying
@kawarinkongjan9482,2025-01-31T10:20:18Z,2025-01-31T10:20:18Z,0,Farting games,non-toxic,non-bullying
@letslearnlearningoasislear2537,2018-03-27T17:24:46Z,2018-03-27T17:24:46Z,0,That’s wrong,non-toxic,non-bullying
@shivanijaiswal820,2020-05-13T06:02:30Z,2020-05-13T06:02:30Z,10,Apni biwi ko bhi dhoka diya isne or kangna ko bhi💯Fucking_liar!!!!!,"toxicity, identity_attack, threat",bullying
@KoperKarolina,2025-03-01T20:47:20Z,2025-03-01T20:47:20Z,1,Disgrace ...trump is big bully,"toxicity, threat",bullying
@EpicGamer-sr5so,2017-06-18T20:08:08Z,2017-06-18T20:08:08Z,0,he looks like a creep when he is under the bench like that! XD,"toxicity, threat",bullying
@Sg_aviation,2025-03-03T12:21:06Z,2025-03-03T12:21:06Z,1,America has failed again,non-toxic,non-bullying
@ronaldowilliam777,2025-03-01T11:56:28Z,2025-03-01T11:56:28Z,0,Europe is a problem mainly. They treat russia as villain and want energy gas frm russia as well <br>They want to treat russia like they treating africa fr resources. But russia  Have putin and they understand their games. So frustrating Europe used usa and ukrain.   Truly this jelenskey is speaking european leader language not  representative of ukrain anymore,non-toxic,non-bullying
@Doc_-_Savage_1,2025-03-06T14:36:42Z,2025-03-06T14:36:42Z,0,"JD needs to shut his pretty little mouth, and come out of the closet.","toxicity, threat",bullying
@sanjeevkumarc3686,2025-03-01T09:03:43Z,2025-03-01T09:03:43Z,0,"300 billion  dollar,  pay few million dollars  to  Ukraine  military  they will remove clown  and will send to exile .","toxicity, threat",bullying
@theanglo-lithuanian1768,2025-02-28T21:41:10Z,2025-02-28T21:41:10Z,2,America speedrunning destroying every inch of power they built up in the last 80 years. Putin&#39;s dog.,"toxicity, threat",bullying
@eglinton007,2018-03-10T16:18:45Z,2018-03-10T16:18:45Z,0,Non productive talk....useless,"toxicity, threat",bullying
@CalmDownJack,2024-02-07T11:30:59Z,2024-02-07T11:30:59Z,0,always route for the people without teh masks - mask wearers are cowards and must not be respected,"toxicity, threat",bullying
@skodateam,2025-02-28T20:31:43Z,2025-02-28T20:31:43Z,1,Zelensky is nobody. A freaking comedian and the whole thing is a freak show for minions to watch. None of these here today gone tomorrow clowns have any power at all !!,"toxicity, identity_attack, threat",bullying
@SylvainBrassard-ec7hc,2024-04-09T03:24:20Z,2024-04-09T03:24:20Z,0,1AIEXIS  SKY / AIEXIS  SKY,non-toxic,non-bullying
@adreanmaciel3702,2018-08-25T15:14:54Z,2018-08-25T15:14:54Z,0,há soi,non-toxic,non-bullying
@aryanjoshicomedy111,2025-04-07T05:04:34Z,2025-04-07T05:04:34Z,0,Kon kon youtuber hai,non-toxic,non-bullying
@DrDylanParry,2025-03-01T08:39:02Z,2025-03-01T08:39:02Z,0,"A despicable, horrible, horrible man. A bully extraordinaire.","toxicity, threat",bullying
